,index,date,comments
1625,569740,2019-03-24,"Ervita's home is clean, well organized, and in a great location. We were able to hop right onto the metro a block away or take a walk in Prospect Park. We came to NYC for an exhibit at the Brooklyn Museum, and it was incredibly convenient. Thank you for everything, Ervita!"
1626,858852,2021-11-12,I enjoyed my stay here! The only difficult thing was finding the building (we are not native New Yorkers so that could have been the reason as well) and I don’t think I realized there would be so many stairs to climb (I had a lot of luggage). But overall it was nice and quiet and a great stay for the night. The room was very clean and we had spent the last couple of nights in the middle of time square so this was certainly way quieter and more peaceful. Overall I would recommend this for a quick stay to sleep and freshen up!
1627,861430,2021-11-28,"A comfortable place at a convenient spot in East Village. It was close to a lot of shops and subway stations, which is always great. However, we expected more in terms of cleanliness - some dishes are dirty and the coffee machine hasn't been cleaned after the last use. The curtain rod over the bed was also on the verge of falling, which was quite concerning. We also have to mention that the bar below was extremely loud at night, as in you can hear the bass and every conversation outside. The smell of weed was strong too.<br/><br/>Overall, the space was comfortable nevertheless. Most things you need will be provided. The host was also very friendly, accomodating, and fast to respond."
1628,370221,2021-07-09,Zoraida y su hermano omar son muy amables. La habitación está en una zona muy cómoda y la distancia al centro de Manhattan es muy corta solamente usando una línea del Subway. La habitación y el departamento está bastante limpio y cómodo!! La verdad uno de los mejores Airbnb’s donde me he quedado. Lo recomiendo!
1629,625887,2019-03-18,"This place was everything advertised and more.  Clean, modern, cozy with every imaginable amenity.  No TV but TV is overrated.  We stayed for 3 nights while visiting family.  The location is close to subways and cabs are easy to come by.  Close to the best stuff in Brooklyn.  Jessica was an amazing host and we will definitely be back!"
1630,252994,2019-08-25,Great space for the money! Frances was very accommodating for us! Enjoyed having water in the fridge!
1631,792969,2021-09-06,Host was very responsive and communication was key for our stay. Location was perfect close to everything. We would not hesitate to book this place again.
1632,884014,2021-11-17,"Easy to get to, great hosts very communicative, space was all that was needed on my nights stay for work. Internet ran smooth too!"
1633,679207,2019-11-11,"Kristie’s place was perfect for us for 5 nights. We loved the location, so close to the Highline and Sleep No More (if future guests are going its about a 3 minute walk) and convenient for transport links, restaurants and food stores, plus on the 1st floor (European) so doesn’t have masses of steps to toil up and down. Check in was simple and Kristie gave us a warm welcome to her apartment, which is as the photos show, perhaps a little bigger if anything. This is Kristie’s home which she allows Airbnb guests to use when she is away, and what we particularly liked is the fact that Kristie did what other Airbnb hosts don’t always do - and that is to clear drawer space and provide hangers so you can unpack. She is a thoughtful host, with plenty of towels and essential toiletries available and a extra set of keys so both guests can come and go as they wish if 2 of you are staying. It isn’t top luxury, as is reflected in the fair price, and as anywhere in New York you might want ear plugs and an eye mask, but we wouldn’t hesitate to stay here again if Kristie makes it available on a future visit. Thanks Kristie!"
1634,143628,2019-12-15,"Sole's apartment was perfect for our trip! It was very nice and surprisingly spacious for what I was expecting an NY studio to be. It is very close to a subway stop that takes you directly into Manhattan. We didn't get to explore the neighborhood too much because we spent our time in Manhattan, but the neighborhood seemed nice with some good food options. Sole was extremely helpful every step of the way from check in to check out. All in all, we loved our stay and you can't beat the price!"
1635,843709,2021-08-29,"Nice hotel with a view for a weekend in the city. Clean, friendly staff, and located in a nice area in the seaport district, easily accessible to transportation to get around the city."
1636,559579,2019-05-09,Good location and quiet neighborhood.  4 blocks away all the food and markets.
1637,566544,2019-01-12,A clean and spacious home. Also very comfy and warm and perks of having a kueirg machine to make your own coffee.
1638,798121,2020-03-04,Jay is great host. His apartment is located close to subway. There's no elevator so it might a little bit hard to carry big luggage for women but his room is quiet and cozy :)
1639,371868,2021-10-18,Me and my friends enjoyed our stay here while visiting New York. Michelle is amazing and answered all our questions and requests immediately. She even helped us find the closest place to get covid tested which saved us so much stress! Her place was very comfortable to stay as well and definitely worth booking.
1640,819048,2021-09-27,Great location and near everythung you need.
1641,638630,2019-01-17,"Excellent place, great location, very clean,  and clear communication. Towels, linens, shower toiletries all were great and wifi was super fast. Would stay again 100%."
1642,94209,2019-09-30,Wonderful response time from Rose and her husband--very helpful with any questions you might have to get around the city or where to eat!
1643,318943,2019-11-30,Great location and lots of space.
1644,862422,2021-08-05,Good place
1645,734467,2019-05-26,The host canceled this reservation 96 days before arrival. This is an automated posting.
1646,810297,2021-04-21,"The hosts Hellen and Omar are helpful and communicative.  The apartment was clean and super comfortable. There are other rooms in the apartment so you may not be the only guest, but you're welcome to be as social or not as you like."
1647,784577,2021-09-27,"Amazing people. Awesome location. Cutest room. Perfect stay. What can I say? This has been one of the best stays I've ever had on Airbnb and I have stayed in maybe 20+.<br/><br/>You will be staying in a private room in an apartment shared by Madison and Ahmed. They are the warmest nicest people and it has been amazing chatting with them and even hanging out a bit.<br/><br/>The room itself is super cute and cozy. The bed is comfy, the sheets and pillows super clean. You get windows filled with sunlight but can choose to close the curtains. The shared bathroom is next to the bedroom so it is super convenient. <br/><br/>The apartment is located very close to Subway stations if you want to go to Manhattan or other parts of Brooklyn. It is also super close to Central Williamsburg full of amazing restaurants and bars. There are plenty of cute options within a block or two as well.<br/><br/>Definitely recommend staying here. You won't regret it."
